"","X","Year","Player","Pos","Age","Tm","G","GS","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PPG","APG","RPG","BPG","SPG","MPG","TOPG","PFPG","Salary.in.."
"251",24411,2017,"Courtney Lee","SG",31,"NYK",77,74,2459,12.1,0.559,0.382,0.139,2.3,9.1,5.7,10.6,1.6,0.8,8.5,14.4,3.1,1.1,4.2,0.081,0.5,-0.7,-0.2,1.1,321,704,0.456,108,269,0.401,213,435,0.49,0.533,85,98,0.867,53,207,260,179,81,23,69,141,835,10.8441558441558,2.32467532467532,3.37662337662338,0.298701298701299,1.05194805194805,31.9350649350649,0.896103896103896,1.83116883116883,11242000
"252",24412,2017,"David Lee","PF",33,"SAS",79,10,1477,18.4,0.613,0,0.269,11.6,21.9,16.9,13,1.1,2.2,14.9,16.9,3.2,2.5,5.7,0.186,0.7,2.5,3.2,1.9,248,420,0.59,0,0,0,248,420,0.59,0.59,80,113,0.708,148,292,440,124,31,40,82,125,576,7.29113924050633,1.56962025316456,5.56962025316456,0.506329113924051,0.392405063291139,18.6962025316456,1.0379746835443,1.58227848101266,1551659
"253",24413,2017,"Alex Len","C",23,"PHO",77,34,1560,15,0.553,0.026,0.449,10.6,25.3,17.8,4.2,1.1,5.1,15.5,17.6,1.2,1.7,3,0.091,-3,1.2,-1.8,0.1,230,463,0.497,3,12,0.25,227,451,0.503,0.5,150,208,0.721,156,354,510,44,37,98,102,242,613,7.96103896103896,0.571428571428571,6.62337662337662,1.27272727272727,0.480519480519481,20.2597402597403,1.32467532467532,3.14285714285714,4823621
"254",24414,2017,"Kawhi Leonard","SF",25,"SAS",74,74,2474,27.5,0.611,0.294,0.407,3.7,15.7,9.8,18.9,2.7,1.8,9.1,31.1,8.9,4.7,13.6,0.264,6.4,1.5,7.9,6.2,636,1311,0.485,147,386,0.381,489,925,0.529,0.541,469,533,0.88,80,350,430,260,132,55,154,122,1888,25.5135135135135,3.51351351351351,5.81081081081081,0.743243243243243,1.78378378378378,33.4324324324324,2.08108108108108,1.64864864864865,17638063
"255",24415,2017,"Meyers Leonard","PF",24,"POR",74,12,1222,8.9,0.507,0.563,0.106,2.4,19,10.7,8.4,0.5,1.8,8.1,15.5,0.5,0.8,1.4,0.053,-2.1,-1.3,-3.4,-0.4,146,378,0.386,74,213,0.347,72,165,0.436,0.484,35,40,0.875,27,209,236,71,13,28,35,172,401,5.41891891891892,0.959459459459459,3.18918918918919,0.378378378378378,0.175675675675676,16.5135135135135,0.472972972972973,2.32432432432432,9213484
"256",24416,2017,"Jon Leuer","PF",27,"DET",75,34,1944,14.2,0.551,0.259,0.175,5.5,17.5,11.3,8.6,0.8,1.1,8.7,17.3,2.5,2,4.5,0.112,-0.4,0.5,0.2,1.1,310,646,0.48,49,167,0.293,261,479,0.545,0.518,98,113,0.867,102,300,402,111,31,26,66,145,767,10.2266666666667,1.48,5.36,0.346666666666667,0.413333333333333,25.92,0.88,1.93333333333333,10991957
"257",24417,2017,"Caris LeVert","SF",22,"BRK",57,26,1237,12.2,0.556,0.484,0.245,2,13.9,8,13.7,1.9,0.5,12.3,16.6,0.8,1,1.8,0.07,-0.7,-0.4,-1.1,0.3,171,380,0.45,59,184,0.321,112,196,0.571,0.528,67,93,0.72,23,165,188,110,49,8,59,91,468,8.21052631578947,1.92982456140351,3.29824561403509,0.140350877192982,0.859649122807018,21.7017543859649,1.03508771929825,1.59649122807018,1562280
"258",24420,2017,"DeAndre Liggins","SG",28,"DAL",1,0,25,17.6,0.546,0.167,0.5,13.3,19.5,16.3,0,4.2,0,0,13.8,0.1,0,0.1,0.194,-1.9,-2,-3.9,0,3,6,0.5,0,1,0,3,5,0.6,0.5,2,3,0.667,3,4,7,0,2,0,0,3,8,8,0,7,0,2,25,0,3,1015696
"259",24421,2017,"Damian Lillard","PG",26,"POR",75,75,2694,24.1,0.586,0.388,0.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,8.8,1.5,10.3,0.184,6.4,-2,4.3,4.3,661,1488,0.444,214,578,0.37,447,910,0.491,0.516,488,545,0.895,46,322,368,439,68,20,197,152,2024,26.9866666666667,5.85333333333333,4.90666666666667,0.266666666666667,0.906666666666667,35.92,2.62666666666667,2.02666666666667,24328425
"260",24422,2017,"Jeremy Lin","PG",28,"BRK",36,33,883,19.2,0.566,0.39,0.353,1.3,14.7,8.1,35.5,2.2,1.2,15.7,26.6,1.3,0.8,2.1,0.115,2.5,-0.5,2,0.9,175,400,0.438,58,156,0.372,117,244,0.48,0.51,115,141,0.816,11,124,135,184,41,14,86,79,523,14.5277777777778,5.11111111111111,3.75,0.388888888888889,1.13888888888889,24.5277777777778,2.38888888888889,2.19444444444444,11483254
"261",24423,2017,"Shaun Livingston","PG",31,"GSW",76,3,1345,10.1,0.568,0.009,0.19,2.4,9.4,6.2,13.5,1.4,1.2,15.1,12.9,1.1,1.6,2.6,0.094,-2.5,0.5,-2,0,173,316,0.547,1,3,0.333,172,313,0.55,0.549,42,60,0.7,28,123,151,139,38,20,61,120,389,5.11842105263158,1.82894736842105,1.98684210526316,0.263157894736842,0.5,17.6973684210526,0.802631578947368,1.57894736842105,5782450
"262",24424,2017,"Shawn Long","C",24,"PHI",18,0,234,24.1,0.595,0.174,0.321,19.3,20.8,20,10.7,1.9,3.1,9.5,25.4,0.6,0.3,0.9,0.195,3.4,0,3.4,0.3,61,109,0.56,7,19,0.368,54,90,0.6,0.592,19,35,0.543,41,44,85,13,9,9,13,49,148,8.22222222222222,0.722222222222222,4.72222222222222,0.5,0.5,13,0.722222222222222,2.72222222222222,96969
"263",24425,2017,"Kevon Looney","C",20,"GSW",53,4,447,13.4,0.553,0.084,0.318,11.5,18.5,15.2,8.5,1.5,3,12.2,13.4,0.7,0.8,1.4,0.154,-1.4,1.7,0.3,0.3,56,107,0.523,2,9,0.222,54,98,0.551,0.533,21,34,0.618,44,80,124,29,14,17,17,64,135,2.54716981132075,0.547169811320755,2.33962264150943,0.320754716981132,0.264150943396226,8.43396226415094,0.320754716981132,1.20754716981132,1182840
"264",24426,2017,"Brook Lopez","C",28,"BRK",75,75,2222,20.4,0.578,0.33,0.311,5.8,13.3,9.6,14.8,0.8,4.2,12.1,29.2,3.1,1.8,4.9,0.105,1.9,-0.4,1.5,2,555,1172,0.474,134,387,0.346,421,785,0.536,0.531,295,364,0.81,121,282,403,176,38,124,184,192,1539,20.52,2.34666666666667,5.37333333333333,1.65333333333333,0.506666666666667,29.6266666666667,2.45333333333333,2.56,21165675
"265",24427,2017,"Robin Lopez","C",28,"CHI",81,81,2271,14.4,0.511,0.003,0.134,11.4,13.2,12.3,5.6,0.4,4.1,9.9,17.5,1.8,2.4,4.3,0.09,-1.9,1,-0.9,0.6,382,775,0.493,0,2,0,382,773,0.494,0.493,75,104,0.721,243,276,519,80,18,117,90,151,839,10.358024691358,0.987654320987654,6.40740740740741,1.44444444444444,0.222222222222222,28.037037037037,1.11111111111111,1.8641975308642,13219250
"266",24428,2017,"Kevin Love","PF",28,"CLE",60,60,1885,21.1,0.573,0.449,0.34,8.9,29.3,19.5,9.8,1.4,0.9,10.9,26.4,4,2.4,6.4,0.163,1.7,-0.9,0.8,1.3,370,867,0.427,145,389,0.373,225,478,0.471,0.51,257,295,0.871,148,518,666,116,53,22,122,125,1142,19.0333333333333,1.93333333333333,11.1,0.366666666666667,0.883333333333333,31.4166666666667,2.03333333333333,2.08333333333333,21165675
"267",24429,2017,"Kyle Lowry","PG",30,"TOR",60,60,2244,22.9,0.623,0.51,0.398,2.4,12.1,7.3,29.9,2,0.7,13.8,24.9,7.8,2.3,10.1,0.216,7.1,-0.4,6.7,4.9,426,918,0.464,193,468,0.412,233,450,0.518,0.569,299,365,0.819,48,240,288,417,88,19,173,170,1344,22.4,6.95,4.8,0.316666666666667,1.46666666666667,37.4,2.88333333333333,2.83333333333333,1.2e+07
"268",24431,2017,"Timothe Luwawu-Cabarrot","SF",21,"PHI",69,19,1190,8.5,0.536,0.446,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15,17.8,0,0.8,0.8,0.034,-2.8,-1.2,-4,-0.6,145,361,0.402,50,161,0.311,95,200,0.475,0.471,105,123,0.854,25,124,149,75,32,10,73,154,445,6.44927536231884,1.08695652173913,2.15942028985507,0.144927536231884,0.463768115942029,17.2463768115942,1.05797101449275,2.23188405797101,1326960
"269",24432,2017,"Trey Lyles","PF",21,"UTA",71,4,1158,10,0.464,0.465,0.18,4.9,18.1,11.7,9.6,1.2,1.4,11.9,21.7,-0.9,1.6,0.8,0.032,-2.9,-0.1,-3,-0.3,159,439,0.362,65,204,0.319,94,235,0.4,0.436,57,79,0.722,48,187,235,70,26,20,64,97,440,6.19718309859155,0.985915492957746,3.30985915492958,0.28169014084507,0.366197183098592,16.3098591549296,0.901408450704225,1.36619718309859,2340600
"270",24433,2017,"Shelvin Mack","PG",26,"UTA",55,9,1205,10.9,0.518,0.315,0.202,2,10.1,6.1,20.4,1.8,0.2,17.8,19.6,-0.1,1.5,1.4,0.054,-1.7,-0.1,-1.8,0.1,170,381,0.446,37,120,0.308,133,261,0.51,0.495,53,77,0.688,20,108,128,154,42,3,90,100,430,7.81818181818182,2.8,2.32727272727273,0.0545454545454545,0.763636363636364,21.9090909090909,1.63636363636364,1.81818181818182,2433334
"271",24434,2017,"Ian Mahinmi","C",30,"WAS",31,0,555,14.1,0.601,0,0.676,9.6,20.8,15.2,4.7,2.9,3.6,19.1,14,0.5,0.9,1.4,0.123,-2.1,2.9,0.8,0.4,65,111,0.586,0,0,0,65,111,0.586,0.586,43,75,0.573,47,103,150,19,33,24,34,90,173,5.58064516129032,0.612903225806452,4.83870967741935,0.774193548387097,1.06451612903226,17.9032258064516,1.09677419354839,2.90322580645161,15944154
"272",24435,2017,"Thon Maker","C",19,"MIL",57,34,562,14,0.558,0.409,0.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,0.8,0.5,1.3,0.113,-0.5,-1,-1.5,0.1,83,181,0.459,28,74,0.378,55,107,0.514,0.536,32,49,0.653,40,74,114,23,10,26,17,84,226,3.96491228070175,0.403508771929825,2,0.456140350877193,0.175438596491228,9.85964912280702,0.298245614035088,1.47368421052632,2568600
"273",24436,2017,"Boban Marjanovic","C",28,"DET",35,0,293,29.6,0.606,0,0.439,16.5,32.5,24.2,5.3,1,3.4,6,25.3,1.2,0.5,1.7,0.28,1,-0.9,0.1,0.2,72,132,0.545,0,0,0,72,132,0.545,0.545,47,58,0.81,46,84,130,9,6,12,10,25,191,5.45714285714286,0.257142857142857,3.71428571428571,0.342857142857143,0.171428571428571,8.37142857142857,0.285714285714286,0.714285714285714,7e+06
"274",24437,2017,"Jarell Martin","PF",22,"MEM",42,3,558,8.7,0.477,0.166,0.331,8.4,25.3,16.6,2.2,1.6,1.5,13.9,16.4,-0.2,0.8,0.6,0.054,-5.8,-0.6,-6.4,-0.6,58,151,0.384,9,25,0.36,49,126,0.389,0.414,40,50,0.8,42,120,162,8,17,9,28,91,165,3.92857142857143,0.19047619047619,3.85714285714286,0.214285714285714,0.404761904761905,13.2857142857143,0.666666666666667,2.16666666666667,1286160
"275",24438,2017,"Wesley Matthews","SG",30,"DAL",73,73,2495,11.9,0.533,0.566,0.211,0.8,11.8,6,13.6,1.6,0.6,9.9,19.4,1,2.1,3.1,0.06,0.2,-0.1,0.1,1.3,333,847,0.393,174,479,0.363,159,368,0.432,0.496,146,179,0.816,18,241,259,210,77,16,102,161,986,13.5068493150685,2.87671232876712,3.54794520547945,0.219178082191781,1.05479452054795,34.1780821917808,1.3972602739726,2.20547945205479,17100000
"276",24441,2017,"Patrick McCaw","SG",21,"GSW",71,20,1074,8.6,0.54,0.502,0.151,2.4,7.6,5.2,9,1.4,1.1,12.1,11.9,0.6,1.2,1.7,0.077,-1.6,-0.1,-1.7,0.1,106,245,0.433,41,123,0.333,65,122,0.533,0.516,29,37,0.784,22,79,101,77,32,15,36,62,282,3.97183098591549,1.08450704225352,1.42253521126761,0.211267605633803,0.450704225352113,15.1267605633803,0.507042253521127,0.873239436619718,543471
"277",24442,2017,"Sheldon McClellan","SG",24,"WAS",30,3,287,10.1,0.518,0.4,0.36,1.6,11.7,6.7,7,1.4,0.6,5.4,14,0.3,0.2,0.5,0.076,-2.1,-1.5,-3.6,-0.1,30,75,0.4,7,30,0.233,23,45,0.511,0.447,23,27,0.852,4,30,34,15,8,2,5,17,90,3,0.5,1.13333333333333,0.0666666666666667,0.266666666666667,9.56666666666667,0.166666666666667,0.566666666666667,543471
"278",24443,2017,"C.J. McCollum","SG",25,"POR",80,80,2796,19.9,0.585,0.305,0.204,2.4,9.2,5.8,18,1.3,1.2,9.9,27.5,6.2,1.4,7.6,0.131,3.3,-2.2,1,2.1,692,1441,0.48,185,440,0.42,507,1001,0.506,0.544,268,294,0.912,60,231,291,285,72,42,172,202,1837,22.9625,3.5625,3.6375,0.525,0.9,34.95,2.15,2.525,3219579
"279",24444,2017,"T.J. McConnell","PG",24,"PHI",81,51,2133,13.7,0.504,0.107,0.176,2,11,6.5,37.5,3.1,0.4,22.4,14.4,1.4,2.4,3.8,0.084,-2,0.1,-1.9,0,236,512,0.461,11,55,0.2,225,457,0.492,0.472,73,90,0.811,39,212,251,534,134,10,159,139,556,6.8641975308642,6.59259259259259,3.09876543209877,0.123456790123457,1.65432098765432,26.3333333333333,1.96296296296296,1.71604938271605,874636
"280",24450,2017,"K.J. McDaniels","SF",23,"BRK",20,0,293,12.5,0.556,0.386,0.277,3.3,15.3,9.4,4.9,1.9,2.6,14.4,19.3,0,0.3,0.3,0.046,-3.3,-0.4,-3.7,-0.1,46,101,0.455,11,39,0.282,35,62,0.565,0.51,23,28,0.821,9,43,52,9,12,10,19,25,126,6.3,0.45,2.6,0.5,0.6,14.65,0.95,1.25,3333333
"281",24453,2017,"Doug McDermott","SF",25,"OKC",22,1,430,9.3,0.551,0.468,0.137,1.5,11.1,6.3,4.4,0.2,0.2,4.4,13.6,0.5,0.2,0.7,0.08,-2.1,-2.9,-4.9,-0.3,56,124,0.452,21,58,0.362,35,66,0.53,0.536,12,17,0.706,6,43,49,13,2,1,6,22,145,6.59090909090909,0.590909090909091,2.22727272727273,0.0454545454545455,0.0909090909090909,19.5454545454545,0.272727272727273,1,2483040
"282",24454,2017,"JaVale McGee","C",29,"GSW",77,10,739,25.2,0.642,0.013,0.348,15.8,20.1,18.1,3.8,1.2,7.1,9.8,23.8,2,1.5,3.5,0.225,0.2,0.6,0.8,0.5,208,319,0.652,0,4,0,208,315,0.66,0.652,56,111,0.505,100,144,244,17,19,67,40,109,472,6.12987012987013,0.220779220779221,3.16883116883117,0.87012987012987,0.246753246753247,9.5974025974026,0.519480519480519,1.41558441558442,1403611
"283",24455,2017,"Rodney McGruder","SG",25,"MIA",78,65,1966,9.1,0.506,0.478,0.154,5.3,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,2.9,0.072,-0.8,0.5,-0.4,0.8,190,460,0.413,73,220,0.332,117,240,0.488,0.492,44,71,0.62,95,162,257,124,45,18,56,140,497,6.37179487179487,1.58974358974359,3.29487179487179,0.230769230769231,0.576923076923077,25.2051282051282,0.717948717948718,1.79487179487179,543471
"284",24456,2017,"Ben McLemore","SG",23,"SAC",61,26,1176,9.8,0.538,0.406,0.222,1.9,10.8,6.4,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,0.015,-2.1,-2.7,-4.8,-0.8,180,419,0.43,65,170,0.382,115,249,0.462,0.507,70,93,0.753,19,111,130,51,29,6,62,108,495,8.11475409836066,0.836065573770492,2.13114754098361,0.0983606557377049,0.475409836065574,19.2786885245902,1.01639344262295,1.77049180327869,4008882
"285",24457,2017,"Jordan McRae","SG",25,"CLE",37,4,384,9.7,0.488,0.34,0.227,1.8,9.5,5.7,7.4,1,1.3,7.8,20.8,-0.1,0.2,0.2,0.02,-3.7,-2.8,-6.5,-0.4,58,150,0.387,18,51,0.353,40,99,0.404,0.447,27,34,0.794,6,34,40,19,8,6,14,31,161,4.35135135135135,0.513513513513513,1.08108108108108,0.162162162162162,0.216216216216216,10.3783783783784,0.378378378378378,0.837837837837838,874636
"286",24458,2017,"Josh McRoberts","PF",29,"MIA",22,14,381,9.8,0.439,0.263,0.076,6.6,15,10.7,18.9,1.3,0.8,15.9,16.9,-0.1,0.4,0.3,0.036,-2.9,0.5,-2.4,0,44,118,0.373,13,31,0.419,31,87,0.356,0.428,6,9,0.667,23,51,74,50,10,4,23,31,107,4.86363636363636,2.27272727272727,3.36363636363636,0.181818181818182,0.454545454545455,17.3181818181818,1.04545454545455,1.40909090909091,5782450
"287",24459,2017,"Jodie Meeks","SG",29,"ORL",36,10,738,13.1,0.567,0.535,0.289,0.7,10.9,5.7,9.3,2.3,0.4,11.1,19.4,0.5,0.6,1.1,0.073,-0.4,-1.4,-1.8,0,103,256,0.402,56,137,0.409,47,119,0.395,0.512,65,74,0.878,5,72,77,45,34,4,36,41,327,9.08333333333333,1.25,2.13888888888889,0.111111111111111,0.944444444444444,20.5,1,1.13888888888889,6540000
"288",24460,2017,"Salah Mejri","C",30,"DAL",73,11,905,14.8,0.65,0.022,0.445,11.9,28.4,19.8,2.4,1.8,6.1,19.6,10.6,1.3,1.7,3,0.159,-3.6,3.8,0.2,0.5,88,137,0.642,1,3,0.333,87,134,0.649,0.646,36,61,0.59,97,211,308,14,32,61,40,152,213,2.91780821917808,0.191780821917808,4.21917808219178,0.835616438356164,0.438356164383562,12.3972602739726,0.547945205479452,2.08219178082192,874636
"289",24461,2017,"Jordan Mickey","PF",22,"BOS",25,1,141,9.8,0.473,0.029,0.412,10.4,16.4,13.4,7.1,1.1,3.5,18.3,15.5,-0.1,0.2,0.1,0.036,-5.7,0.9,-4.8,-0.1,15,34,0.441,0,1,0,15,33,0.455,0.441,8,14,0.571,13,21,34,7,3,6,9,12,38,1.52,0.28,1.36,0.24,0.12,5.64,0.36,0.48,1223653
"290",24462,2017,"Khris Middleton","SF",25,"MIL",29,23,889,15,0.57,0.312,0.276,1.5,14.5,8.1,17.5,2.3,0.7,14.8,22.5,0.7,0.9,1.6,0.085,0,-0.6,-0.5,0.3,150,333,0.45,45,104,0.433,105,229,0.459,0.518,81,92,0.88,11,112,123,99,41,7,65,79,426,14.6896551724138,3.41379310344828,4.24137931034483,0.241379310344828,1.41379310344828,30.6551724137931,2.24137931034483,2.72413793103448,15200000
"291",24463,2017,"C.J. Miles","SF",29,"IND",76,29,1776,13.7,0.592,0.632,0.144,1.9,12.4,7.2,4.1,1.3,1.2,5.5,18.4,2.7,1.4,4,0.109,1.5,-2.1,-0.5,0.7,281,647,0.434,169,409,0.413,112,238,0.471,0.565,84,93,0.903,30,199,229,48,46,25,40,151,815,10.7236842105263,0.631578947368421,3.01315789473684,0.328947368421053,0.605263157894737,23.3684210526316,0.526315789473684,1.98684210526316,4583450
"292",24464,2017,"Mike Miller","SF",36,"DEN",20,0,151,7.8,0.586,0.87,0.087,2.2,26.1,14.3,18.3,0.6,0,35.2,10.4,0,0.1,0.1,0.021,-3,-0.8,-3.8,-0.1,9,23,0.391,8,20,0.4,1,3,0.333,0.565,2,2,1,3,36,39,22,2,0,13,9,28,1.4,1.1,1.95,0,0.1,7.55,0.65,0.45,3500000
"293",24465,2017,"Patty Mills","PG",28,"SAS",80,8,1754,15.2,0.577,0.572,0.129,1.6,7.4,4.6,24.3,1.9,0.1,13.3,19.5,2.8,2.2,5.1,0.139,2.5,-1.2,1.3,1.5,273,622,0.439,147,356,0.413,126,266,0.474,0.557,66,80,0.825,24,118,142,280,65,3,101,109,759,9.4875,3.5,1.775,0.0375,0.8125,21.925,1.2625,1.3625,3578948
"294",24466,2017,"Elijah Millsap","SG",29,"PHO",2,0,23,-3.4,0.19,0.286,0.286,13.8,14.6,14.2,5.6,0,0,20.2,18,-0.1,0,-0.1,-0.233,-9.9,-3.3,-13.2,-0.1,1,7,0.143,0,2,0,1,5,0.2,0.143,1,2,0.5,3,3,6,1,0,0,2,2,3,1.5,0.5,3,0,0,11.5,1,1,23069
"295",24467,2017,"Paul Millsap","PF",31,"ATL",69,67,2343,17.8,0.542,0.248,0.417,5.3,19.5,12.5,17.9,1.9,2.3,12.1,24.4,2.6,3.8,6.4,0.132,0.5,2.1,2.7,2.7,430,972,0.442,75,241,0.311,355,731,0.486,0.481,311,405,0.768,111,422,533,252,90,62,158,186,1246,18.0579710144928,3.65217391304348,7.72463768115942,0.898550724637681,1.30434782608696,33.9565217391304,2.28985507246377,2.69565217391304,20072033
"296",24468,2017,"Nikola Mirotic","PF",25,"CHI",70,15,1679,14.5,0.546,0.603,0.205,3.9,20.9,12.3,6.9,1.6,2.7,10.4,19.8,1.3,2.5,3.8,0.108,0,0.5,0.4,1,258,625,0.413,129,377,0.342,129,248,0.52,0.516,99,128,0.773,61,323,384,75,53,56,79,128,744,10.6285714285714,1.07142857142857,5.48571428571429,0.8,0.757142857142857,23.9857142857143,1.12857142857143,1.82857142857143,5782450
"297",24469,2017,"Greg Monroe","C",26,"MIL",81,0,1823,21.1,0.572,0.006,0.329,10.8,23.1,17,17.3,2.6,1.8,14.4,24.3,3,2.6,5.6,0.147,0.5,1.5,2,1.9,387,726,0.533,0,4,0,387,722,0.536,0.533,177,239,0.741,167,365,532,187,92,38,140,168,951,11.7407407407407,2.30864197530864,6.5679012345679,0.469135802469136,1.1358024691358,22.5061728395062,1.72839506172839,2.07407407407407,17100000
"298",24471,2017,"Marcus Morris","SF",27,"DET",79,79,2565,12.4,0.508,0.355,0.184,3.2,12.8,7.8,9.4,1,0.8,7.4,20.3,1.4,2.4,3.9,0.072,-0.3,-0.2,-0.5,1,421,1007,0.418,118,357,0.331,303,650,0.466,0.477,145,185,0.784,77,289,366,160,52,25,87,168,1105,13.9873417721519,2.0253164556962,4.63291139240506,0.316455696202532,0.658227848101266,32.4683544303797,1.10126582278481,2.12658227848101,4625000
"299",24472,2017,"Markieff Morris","PF",27,"WAS",76,76,2374,13.7,0.54,0.22,0.242,5.1,18.2,11.7,7.8,1.7,1.5,11.6,20.5,1.6,2.5,4.1,0.083,-1.3,0.2,-1,0.6,406,889,0.457,71,196,0.362,335,693,0.483,0.497,180,215,0.837,107,385,492,126,82,42,129,254,1063,13.9868421052632,1.65789473684211,6.47368421052632,0.552631578947368,1.07894736842105,31.2368421052632,1.69736842105263,3.34210526315789,7400000
"300",24475,2017,"Anthony Morrow","SG",31,"CHI",9,0,87,16,0.606,0.483,0.379,1.2,1.2,1.2,10.4,1.2,0,0,17,0.3,0,0.3,0.19,2,-4.4,-2.4,0,12,29,0.414,6,14,0.429,6,15,0.4,0.517,11,11,1,1,1,2,6,2,0,0,4,41,4.55555555555556,0.666666666666667,0.222222222222222,0,0.222222222222222,9.66666666666667,0,0.444444444444444,3488000
"301",24476,2017,"Donatas Motiejunas","PF",26,"NOP",34,0,479,9.2,0.47,0.341,0.355,5.7,16.6,11.1,10.3,1.8,1.9,16.3,17.6,-0.4,0.6,0.2,0.018,-4.1,1.2,-2.9,-0.1,57,138,0.413,11,47,0.234,46,91,0.505,0.453,25,49,0.51,26,75,101,34,18,11,31,55,150,4.41176470588235,1,2.97058823529412,0.323529411764706,0.529411764705882,14.0882352941176,0.911764705882353,1.61764705882353,576724
"302",24477,2017,"Timofey Mozgov","C",30,"LAL",54,52,1104,12.3,0.553,0.003,0.238,9.9,16.4,13.1,5.9,0.7,2.3,16.6,16.8,0.7,0.4,1.1,0.048,-2.8,-0.8,-3.6,-0.4,169,328,0.515,0,1,0,169,327,0.517,0.515,63,78,0.808,104,160,264,43,16,31,72,133,401,7.42592592592593,0.796296296296296,4.88888888888889,0.574074074074074,0.296296296296296,20.4444444444444,1.33333333333333,2.46296296296296,1.6e+07
"303",24478,2017,"Emmanuel Mudiay","PG",20,"DEN",55,41,1406,10.9,0.483,0.323,0.303,2.3,11.6,7,21.8,1.4,0.7,16.5,22.6,-0.4,0.5,0.2,0.006,-2,-1.8,-3.8,-0.6,208,551,0.377,56,178,0.315,152,373,0.408,0.428,131,167,0.784,29,149,178,217,41,13,123,95,603,10.9636363636364,3.94545454545455,3.23636363636364,0.236363636363636,0.745454545454545,25.5636363636364,2.23636363636364,1.72727272727273,3241800
"304",24479,2017,"Shabazz Muhammad","SF",24,"MIN",78,1,1516,14.9,0.566,0.244,0.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,2.5,0.2,2.7,0.086,-0.2,-4.3,-4.4,-0.9,288,598,0.482,49,146,0.336,239,452,0.529,0.523,147,190,0.774,84,136,220,35,22,6,56,86,772,9.8974358974359,0.448717948717949,2.82051282051282,0.0769230769230769,0.282051282051282,19.4358974358974,0.717948717948718,1.1025641025641,3046299
"305",24480,2017,"Dejounte Murray","PG",20,"SAS",38,8,322,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0,0.004,-4.6,-0.2,-4.8,-0.2,50,116,0.431,9,23,0.391,41,93,0.441,0.47,21,30,0.7,6,36,42,48,8,6,38,29,130,3.42105263157895,1.26315789473684,1.10526315789474,0.157894736842105,0.210526315789474,8.47368421052632,1,0.763157894736842,1180080
"306",24481,2017,"Jamal Murray","SG",19,"DEN",82,10,1764,11.9,0.518,0.471,0.164,2.6,10.7,6.7,14,1.4,1.1,12.6,21.6,0.6,0.7,1.4,0.037,-0.5,-2.1,-2.6,-0.3,295,730,0.404,115,344,0.334,180,386,0.466,0.483,106,120,0.883,41,173,214,170,52,24,113,124,811,9.89024390243902,2.07317073170732,2.60975609756098,0.292682926829268,0.634146341463415,21.5121951219512,1.3780487804878,1.51219512195122,3210840
"307",24482,2017,"Mike Muscala","C",25,"ATL",70,3,1237,14.4,0.596,0.326,0.19,6.9,14.4,10.7,11.9,1.2,2.8,13.1,14.8,1.8,1.6,3.4,0.132,-0.4,1.5,1.1,1,170,337,0.504,46,110,0.418,124,227,0.546,0.573,49,64,0.766,76,164,240,95,30,41,55,97,435,6.21428571428571,1.35714285714286,3.42857142857143,0.585714285714286,0.428571428571429,17.6714285714286,0.785714285714286,1.38571428571429,1015696
"308",24484,2017,"Shabazz Napier","PG",25,"POR",53,2,512,13.6,0.533,0.503,0.268,1.7,11.5,6.6,19.5,3.1,0.3,16.7,21.2,0.1,0.5,0.6,0.06,-0.9,-1.3,-2.2,0,73,183,0.399,34,92,0.37,39,91,0.429,0.492,38,49,0.776,8,53,61,67,32,2,41,38,218,4.11320754716981,1.26415094339623,1.15094339622642,0.0377358490566038,0.60377358490566,9.66037735849057,0.773584905660377,0.716981132075472,1350120
"309",24485,2017,"Maurice Ndour","PF",24,"NYK",32,4,331,11.3,0.503,0.081,0.302,7.1,13.7,10.4,3.5,2.3,2,11,14.3,0.1,0.3,0.4,0.059,-3.5,-0.3,-3.8,-0.1,39,86,0.453,1,7,0.143,38,79,0.481,0.459,19,26,0.731,22,42,64,8,15,8,12,30,98,3.0625,0.25,2,0.25,0.46875,10.34375,0.375,0.9375,543471
"310",24486,2017,"Gary Neal","SG",32,"ATL",2,0,18,-4.3,0.228,0.286,0.571,0,6,3.1,7.1,0,0,0,21.2,-0.1,0,-0.1,-0.189,-11.8,-4.9,-16.6,-0.1,0,7,0,0,2,0,0,5,0,0,4,4,1,0,1,1,1,0,0,0,1,4,2,0.5,0.5,0,0,9,0,0.5,72193
